Poll	Date	Sample	MoE	Rep	Dem	Spread	State	Year	Senate	Final_Margin
Hartford Courant/UConn	9/11 - 9/16	517 LV		33	37	Murphy +4	CT	2012	1	11.7
Final Results	--	--		43.1	54.8	Murphy +11.7	CT	2012	1	11.7
Daily Kos/PPP (D)	3/17 - 3/20	822 RV		38	54	Murphy +16	CT	2012	1	11.7
RCP Average	10/21 - 11/3	--		50.5	45	Flake +5.5	AZ	2012	1	3
Rasmussen Reports	10/21 - 10/21	500 LV		50	44	Flake +6	AZ	2012	1	3
Rasmussen Reports	9/25 - 9/25	500 LV		47	41	Flake +6	AZ	2012	1	3
Rasmussen Reports	3/13 - 3/13	500 LV		47	34	Flake +13	AZ	2012	1	3
Rasmussen Reports	6/26 - 6/26	500 LV		47	31	Flake +16	AZ	2012	1	3
Project New America/PPP (D)	6/4 - 6/5	791 LV		43	41	Flake +2	AZ	2012	1	3
PPP (D)	11/2 - 11/3	1080 LV		51	46	Flake +5	AZ	2012	1	3
PPP (D)	10/1 - 10/3	595 LV		45	45	Carmona +2	AZ	2012	1	3
PPP (D)	9/7 - 9/9	993 LV		44	43	Flake +1	AZ	2012	1	3
PPP (D)	7/23 - 7/25	833 RV		38	38	Tie	AZ	2012	1	3
PPP (D)	11/17 - 11/20	500 RV		40	36	Flake +4	AZ	2012	1	3
PPP (D)	5/17 - 5/20	500 RV		48	35	Flake +13	AZ	2012	1	3
PPP (D)	2/17 - 2/19	743 RV		46	35	Flake +11	AZ	2012	1	3
NBC News/Marist	2/19 - 2/20	2487 RV		42	29	Flake +13	AZ	2012	1	3
Magellan (R)	4/30 - 5/2	909 LV		44	40	Flake +4	AZ	2012	1	3
HighGround/Moore (R)*	9/25 - 9/26	500 LV		43	40	Flake +3	AZ	2012	1	3
Final Results	--	--		49.2	46.2	Flake +3.0	AZ	2012	1	3
Behavior Research Center	10/4 - 10/10	LV		44	44	Carmona +4	AZ	2012	1	3
